Sno,Text,State
11,"Thank you for calling Pizza Hut. My name is Matthew. Can I have your name please?Oh hi, my name is ******.Ordering for pick up delivery.Not look up the place an order.I realized when I placed the order but it's just like the wrong address.Alright, did you so you place the order online?Yes.Earth gate A can you tell me the mobile number to use when you place the order?Yeah, it's **********.OK and in which store did you place the order?Sorry.In which store do you place the order?Rock store.OK, and can you tell me the correct address?It's #60, so it's #60 Avocet AVOCET Circuit. Marsden Park.OK.OK, so let me just place a call on hold for about a couple of minutes, right three?OK, thank you thanks.OK, Hello Recall.Very cool.Hello can you hear me hello?I think for me, yeah, just to confirm so you place the order for.Delivery through bridge.Yeah, OK, uh, have you tried calling Uber to correct the address?Uh, no? Is that what I need to do? Yeah, I would suggest that you called me over because they will be the one who will deliver it to your place.Ah, OK, just in case, OK, no problem, alright?All right, thanks.Bye.",NSW
12,"Hi this is mark are from Pizza Hut near. Please have your name.Heichalothi **** is acerbic up or delivery.Pick up.Amply Servizi Post Code of the store where you would like to pick up the order.Only a only with one minute.No.61086 get there. 8 one insurance yet?So thank you for and what would you like to have for your order is that is that offer still on the buy one get one free? Yep, thank you. Yeah I'll get I'll get that one or get a vegetarian. No onions.Would that be the veggie sensation you are referring to? Yes, yes alright and will just be in original band. Traditional thinning, crispy stuff. Just I wanted to speak the thick one. The original plan and you mentioned no onions, right? No onions there.Alright, How about adding some for the second pizza rather?I need something chicken.Did you have your barbecue chicken chicken soup mean?Hot and spicy chicken, creamy chicken and bacon.I'll get with what's the first one she can Supreme. Yeah, I'll get that one.Right, the chicken Supreme. Would that be in or original pension? Austin crispy are sick sick as well like.OK, no worries.Beautiful.How about?How about adding some pasta chicken wing sites? The surcharge drinks.And what sorry?And what would you like to add? Some pasta, chicken wing sides, desserts or drinks?Uh, none. I'll stick to them, Swan.Let me verify order. You'll be having one large veggie sensation without onion and one large chicken Supreme all in original band. This will be for $14.95. Shall I go ahead and proceed?Yes, yes.Thank you, this would be for pick up at our Pizza Hut internally and will be ready after 15 minutes Caledonia, please have your last name.Schedule as well.All right, and your mobile number.Zero****.comthat was * four July to receive additional deals and offers by text from Pizza Hut at this number.No, no, no, no. How would you like to pay for this? Is it in cash or card?Um, probably given past. Yeah Alright. Do you have any additional instructions for the store?None of it.Alright, I'll please reorder now here at my end for you. Would you like to write down your order reference number?Wait, no way you said well, if there will be nothing else and thank you for calling Pizza Hut you advocated by.",Null
13,"Hi, welcome to Pizza Hut this is median. Can I have your name please?Yes, my name is ******.Hi ******, are you ordering for pick up or delivery?No, I'm not ordering it, just customer service.Yes, ma'am.Uhm, I put in an order last night and my credit card was build an the order never arrived and I have been chasing it up all last night and all today an like we never got any pizza at all but they charge my credit card OK but I have you talked to the store as well. Name yes the store did not get my order.OK um.Yeah, money taken out of my card. The store didn't get my order. I spoke to the store twice. Wondering customer service. Last night I got a man and he went to help me. I told him I'd already spoken to customers are sorry to the ferry metaphor as they said to for customer service and he didn't get back to me. He just put me straight back through to the customer service. So sorry to the store again.The customers that did not help me at all.OK, uh, do you do? You have mom to order reference number?Didn't get a reference number 'cause I didn't get that email. The only email I got was for feedback.So OK, I'll address for feedback, but they didn't send me any order number be confirmation get my order.OK, uh, can I have mom the mobile number you use when you place the order?Yep, it's The One I'm on now, so it's ***, yeah?****Yeah, ***.OK, one moment I just checked this in the system. Can I just tell you too? When I Rang the the number we ring to order pizza and it put me through to my closest store. They actually recognize my number and said you place your order at 7:05. So they had my email and my phone number even though I've never ordered before.Um?Did not get my order weathering the store like they would not even understanding like as the order was not even there.Yet the money came up with credit.Yeah, yes ma'am. Actually, I can see the order it's supposed to be for delivery.7:05 last night.Um, the delivery time should be 705. Order was placed 6:15 PM.There you go and 8:20 when hiring customer service that will he didn't. He kept me on hold for about 12 minutes or 11 minutes and he didn't even come back and say what was going on. I told him already spoke back to the store and they couldn't resolve the problem that I needed to speak to customer service and he didn't even come back to me. Just click me back through to the stores like. Really, really disappointed with that. Sorry for my bad man but let me check what I can do on my end here. OK since I got the order.Details.It's all very strange, isn't it?Sometimes it happens, mom, like I in the system. It will show on the system, but at least it showing on the system because it's hard if the system is not showing and then the store also will not receive the order, then it's hard to, you know, justify the.Right, yes, but look like they build one card. So they took the money.When I Rang through to the store, it recognize my number and said the orders being placed and then on top of that. Apparently they didn't send. They didn't send me any email and looked and looked for it. Yet there was an email sent to me half an hour after or an error after I ordered asking for feedback and I sent feedback this morning telling him in everything that happened and I'm very disappointed. Can someone please contact me and no ones even contact me.K.5.The listing was we had no dinner and then I couldn't even order more because that was the last money left on my card.I have cash on me, but then it take cash so I couldn't even order anything.Sorry for that man, just give me a minute.Different results last night and he said he put me back door. That was stupid what he did?OK.The store.Did not receive.They didn't get the order 'cause I Rang and I spoke to the manager.Hey hold on.Right?Last nightthat they did not.You see here.To order.It was not.We friends.Show Maine.Yeah, are you putting note dinner? Are you reading notes? It's already there.Uh, no, ma'am, no time. I'm getting assistance, mom, if I can be able to, if we can be able to have it refunded on our end just one moment, OK?I don't even need it refunded, I can actually if they can order it again because I paid for it. I can order it again for tonight.OK, um, normally mom the process on this is it's going to be refunded back to your account or otherwise, uh, because the store has not received the order. I'll check mom. I'll check what, uh. What is the best thing here? If you order it again? 'cause I have money in my other card.OK, hold on.Hello my my space are calling hold for a minute or two OK just be standing there problem.Hello mam.Yeah, yeah OK, this is what I'm going to do.I will up all the store. I will confirm to them that we have the order in the system and that, uh, we have received the payment. We will compare that to them and then I will ask them to deliver the same item on the order for tonight.Is that OK? Yeah, you can do it as early as possible. Fire whenever they've got delivery happening.'cause what happened? What happened because I'd already paid. I didn't spoke to the store the second time and I was trying to put the order through and I said I'll go through and do it online 'cause it's Peter. And then I didn't have enough money in the card 'cause they'd already taken the payment out the first time. So they might think it was strange 'cause I said, Yeah, I'm gonna order. And then I didn't order because yeah, the card was empty then. OK, if Bill Gates will be ordered what time you want to have this delivery?This is early as possible, like even now it would have never can they continue? OK, I will, I will. I will talk to the store 1st and once they agreed that you know to deliver the order, I'll transfer the call. OK, so then you can give out the details.OK, hold on, I'll just get the number of the store.Spoke to like 3 different stuff. Yeah don't worry, mom alright, thank you. I'll just get that number. Please stay on the line, I'm OK.Thank you hello mam.Yeah, OK, uhm I was able to speak to the store manager and they agreed, but he said mom that I they asked me to send them by email the details of the order and but the deliverymen will take about an hour because they have a lineup of deliveries that OK.OK OK fine. So so will he. Will he receive that payment? You have to paint he's saying that and I were the one mom confirming in the store that we actually received the payment.That's why there. Yes, that's why, uh, they are willing to deliver.Yes.I would just send the details so the order that you places uh, one large barbecue meat lovers original ban on large chicken, Supreme thin and crispy in Alfredo sauce with, uh, to remove the tomato sauce and then one kiss spider bites in one spot bite, yeah?$29.65 one moment I'll just place a call on hold for a minute or two. OK, I'll just arrange to send a email for your order.We stand aligned. Yes, thank you.Yes hello mam.Yeah OK, I already I sent the email but let me call the store to make sure that they received the email OK. One moment I just want to make sure it will be done right. OK, please stay on the line.Yeah, it's OK.That's why I'm the one dealing with them. OK, so you don't need to go through that again. Yeah, no worries. 'cause that's what I'm saying. It's not much. Yes, ma'am.Yes, it's alright. Thank you. Hello.Hello yeah yeah yeah I already have confirmed in the store and yes they received the order at the email so they will be uh, delivering it within an hour OK?Well, why thank you very much could you? Is there anyway? Is there anyway you can actually like the guy that tried to help me? Customer service. Last night you put me on hold for 10 minutes. I told him I already talked to the door and they had no record of my order and then they told me to ring customer service and then he didn't come. He left me on hold. He said I'll be back to you soon. Thanks like you're being so helpful but he just did not even get back to me and tell me what was happening and then he called me back to the store and they had.No idea how to help, maybe help me.So is there anyway you can report what he did? Because it was really bad and we had no dinner. We had toast for dinner. OK, I'll just take note of that. OK, and I'll, I'll check my.'cause he said to me I'll be back with you and then come back and he got it. He got a small bit more details from me and then you put me on hold for almost 10 minutes and then he just put me straight back to the store. That didn't know anything. What I was talking about so.So sorry for that.'cause you're being helpful but he like he he sound like he was Gonna help me and then he just didn't even help.If you want mom, would you like me to, uh, put you to my supervisor about that?In case I.Yeah, because I mean, Yeah.Alright, my phone number they sent me. I text with a link to.To give feedback and they also sent me an email I've never ordered through Pizza Hut. Before that I had my phone number, my email and you can find my whole order and what I ordered. I don't understand why they took my money and it didn't go through.So I don't know if there's anything you can do like I think really, maybe they can supply me with a credit or about her or something, 'cause it like a man with regards to that.I'll put your mom to my supervisor because normally for those like credit and all, it's the discretion of the storm am. But The thing is, uh, the store has not received the order.It wasn't really the source fault though, because they do. My order didn't exist. It wasn't restored fault, and then customer service didn't help me. He just put me back to the store after I told him this doesn't help me.Likeyou're helping me, so I understand that. But like yes, ma'am. Oh, if you want mom I can, uh, put you to my supervisor and you cannot tell about this, OK?No, maybe that's OK. Don't worry, as long as the guy get like just maybe he gets told not to do that because that he shouldn't have done that. The store couldn't help me, they didn't know what I was talking about. There was no order that existed and I could see the money come up my account. So I just thought I was getting picked up and then like it took from the time I ordered for the time I had it sorted out with over 2 hours apologize for that, but I can assure you that I will discuss it.Add.But you have sorted it out now. That's good. We get dinner tonight. Thank you very much for your help today.Thank you for calling.Thank you yeah, don't worry about it man. OKII, it's a pleasure helping you an again. I do apologize for the inconvenience last night.Thank you, thank you for being helpful. Sorry supposed to be cranky with you. But yeah, it was just last night that was not good enough.It's because I should have already.We've been happy, father.OK mom.Thank you bye bye bye.",Null
14,"Pizza Hut this is she gonna get your name?My name is ***.Hi, are you calling for pick up or delivery?Um pickup.OK, can I get the post code? Please locate the store.Can you go calling for 2.18?OK, let me select the car, sorry. Did you say Carlingford store?Yes.OK.Let me just select the store first one moment.Selected Oh unfortunately, the Carlingford store is actually closed.They temporarily closed.Pick up from Carlington was the next one.OK, with your post code 2118, what appears here is Eastwood store. There's one in Parramatta Bokum Hills and pride.Is it?8.Funny face.Yeah, well I para meter.Parramatta for 76 church St. Would you like to pick up from that store?Yes please.One moment.Put it very funny very already. Gonna hold up the basement.Can I take your order?Are you coming to school?No, but I can take the order from here.I yeah, and if you want so, I'll take one on large meat lovers, thin, crispy.Will there be anything else? One uhm Supreme thin crispy?It's also large.Yeah, and those cute little triple dippers that you guys got.And one triple Dippers.Problem is it one triple Dippers.Yes.OK, one moment.You know, back in my day, they used to call that the triple quicker.Sorry.That's OK.Orderwill there be anything else? Pasta, wings, desserts or drinks?Uh, no turning off of you.Lana, thank you.So your order is a large barbecue. Meat lovers, an LG Super Supreme both and it crispy and one triple dippers. Total amount is $39.85.My beautiful thank you so much and your order will be ready for pick up from the Parramatta store in 15 minutes and I'm going to also get your last name.Uh, I just stay there.And your mobile number is.Night ******.OK, and the payment will be at the store directly.Yeah, I'll take that OK, do you have any other order instructions before I place the order?I would just like to say how much your heart is daughter.I wanna take you sorry.Let me say I'm very beautiful.Your order will be ready for pick up in 15 minutes and I also have your order reference here in case you want to write this down down like Celine Dion.I'm so sorry. Thank you for calling Pizza Hut then have a great day. Bye for now.I love you.",NSW
15,"Hi, welcome to Pizza Hut. My name is Christine may have your name please.Off ***.Is it for delivery or for pick up?Off work delivered. What is your delivery address, please?How to Woodlands work?Another Cookie.Is it I'm trying to stay close.Pardon, would you say? 2 Woodlands close, Liverpool?Oh Street Street.Oh sorry Rd.I would it matter order online. I'm just waiting for it.Call dorissa know me please an it's too which store which store has your auto center.Liverpool.Go ahead and check on this one. Stand alone please.Thank you.I'm sorry, can you repeat to me the name on the order so they PO, did you say?FILIPOyes.Really.Would it be a non 53?1/2 an hour ago.In the mobile number included on the order is Earth *********.Yes.Alright, I'm gonna go ahead and call the store now. One moment please.Thank you.",NSW
16,"Hi, thank you for calling Pizza Hut. My name is Angel may have your name please.A ******* ******* are you calling for delivery or pick up?Pick up thanks pickup and can have your post hole.46704670 and you want to pick it up at pizza at Vandenberg, right?Correct, OK?OK and yes, can I have your order now?Ah yes, I don't wanna pick it up until about 1:15.The Yep lunchtime Pan Pizza.OK, set it up.Pepperoni lovers right.The personal pan lunchtime yet personal yeah.OK.Only man.Personal panPepperoni lovers right?Yes, thank you. OK anything else?That's a lot.OK, how about some pasta or wings or sides? Desserts or drinks perhaps?Now I'm all good. Thank you. So one pepperoni lovers in personal pan. That's going to be $4.95 OK.And, Uh, Michelle, can I have your last name, please?Mitchellare your your last name is Mitchell.Yeah, right? And how about your first name?Caraquet ara.And your mobile number.**********.And would you like to receive vocational deals and offers from Pizza Hut for SMS.Now I'm good, thanks OK. And how would you like to pay for this credit card or cash in the store?Oh yeah, I'll just use my card. I'll take my card. Yeah, cash, it'll.And three 95.Is it? It's gonna pass up?Uh, yeah, it's been. It's been a wild, it's already 495.OK, I meant for the small lunchtime Pete. Yeah, that's the personal pan.Yes.OK, so uh, it will be a ready for pick up at 1:15, OK?Thank you very much. Do you have any special instructions before I placed order?Nope, it's all good.$4.95 now would you like to get the order confirmation number for your reference?Ah, yeah, I'll grab that just in case.And it's B for boy.Uh-huh after Frank.Yeah O.D for David.35before boy 6.Perfect thank you.So thank you very much as well for calling Pizza Hut and having this one. OK, so it will be ready for pick up at 1:15 from Pizza Hut Vandenberg.Alright, thank you very much.Next one welcome yeah yeah thanks bye.",SA
17,"For calling Pizza Hut. This is well, can I have your name, please?Are you ******* *******?Hi *******, are you calling for pick up or delivery?Pick up, please.Pick up OK. Which store would you like to pick up your order?Says the one on hooks to park Rd mini.What's your post code court Rita?21702170 zip through the one in Hudson Park, OK. Rainier is that right?Yeah.OK, Alright so um, what are you getting for today? *******, I want two of the $3 personal pain pages.OK, what flavor would you like to get? We have it in America, Hawaiian and Margarita.Um, don't you have it in the barbecue? Meat lovers?That's three that's actually $4.95 for other flavors. OK, so I'll grab that one name.Which one?The barbequeuh-huh. What else?And Supreme no only.Supreme, unfortunately we cannot arm. We could customize it in the system that I'm using, so I'll just leave it here not to put olives in your Super Supreme.Because what was the $3 once? But what did they have any?The $3 the pizza that we have here would be the Hawaiian Margarita and Americano.Just give me the Hawaiian instead of history.So I'll remove the Supreme and then put the Hawaiian no problem. What else?That you think so.OK, *******, your order is fun. Barbecue meal ever said one Hawaiian both inspirational Ben that total of $7.95 ready for pick up from the store in approximately 15 minutes after this school. Maybe when I had passed out wing sides. Research for drinks.Now that you think so.OK, can I have your mobile number please?I feel wonderful.Yep ***.***Thank you. Would you like to add? I mean, would you like to receive deals and offers from Pizza Hut via SMS?9.Do you want to be now using your card or cash upon pick up? When I get there?I've got an order reference. Do you wanna write it down?Oh yeah, OK.OK, your order references even echo be for Bravo Number Army.Aside from that, I'm sorry. It's for ecobee for Bravo E for echo number for number one be for B0, Number 9.Thank you.You're welcome, will see you at 1235. Thank you for calling Pizza Hut and you have a great day.Fun.",NSW
18,"Hi, welcome to a Pizza Hut is Chris may have your name please.See, I'm paid it out like heaven.I'm sorry.Is this a Pizza Hut like heaven?I know you are you are routed to Pizza Hut Contact Center, but I can assist you in placing the order if you want.Oh no, we've replaced in order. We will just wondering when it was set to arrive.I see so you're following up on your order. Uh, May I know the phone number that you, uh, use or enter when you place the order so that I can pull up the order receipt an I'll try to track the order.If you can play smite.Sorry.If you can place.Yes, I may I have.Would you like me to connect you directly to the store?Just tried to order from your side if you can.OK, uh, yeah I was asking for the mobile number or or or.****Uh-huh***.Do feel free.And the store is a Pizza Hut. Lake Haven.Yeah.OK, give me a second. Let me just pull up an order receipt OK?Bear with me.OK, uh, entering the number that you've given me, it won't show any, or it won't. My system won't pull up any order receipt.So this is the scene.That be better.Uhm, no, actually here's what I'm going to do. Uh, I don't want to waste your time over the phone. Let me just go ahead and call a contact these out Lake Haven. OK, I just need to have your address so that I can follow up on your order.Nice Friday at 12. Have new cable.A number 38. How do you spell the street name?RLSERolfe huh?Yep, camel.Your post code is.Can your post code?Did you fart noise?Can you spell with me?So that's 38 Ralph Ave in Kenvil, NSW.Yes.OK, stay on the line. I'll contact the store. OK, that's Pizza Hut, Why Young?Not like heaven.Call it, set alarm at sorry not iPod ordering system like heaven.So maybe there's a reason why I can pull up any order. Give me a moment, let me just try one more time.Thank you.Bear with me.Yeah, it Jackson bread, right?Yeah.Yeah, it's Pizza Hut why young? Not Pizza Hut? Lake Haven that will deliver the food OK?All right now is actually made. It just turned up. No thank you. OK, thank you so much.Bye bye.",NSW
19,"Hi, welcome to Pizza Hut this is Chris may have your name please.Test I'm sorry. Touch T double S.Yeah.And I'm just calling for delivery for pick.Uhm, I just wanted to know what the wait time is for pick up at the moment.OK, uh, which store would you like to pick up the food?The PinesPizza Hut The Pines.Yep.By the way, your post code is.I thought 221.Phone number 211 second.Thanks.OK, so pick up time or pick up waiting time is 15 minutes.OK cool, can I please order?Uh, yeah, of course, uh.So, uh, what may I take your order?Yeah, I'm can I please get the large barbecue chicken pizza?OK.Launch my chicken and what class would you like for your barbecue chicken?I'm just the normal one that it's on.OK, so we have deep pan we have sent in crispy and the one in between traditional crush. We also have the stuff cross and gluten free. Which one?Oh, actually, I might do update.Deep pan, OK, anything else?I will say gonna get.Oh no, I'll just.OK, how about pastor wing site assertion drinks?Uhm no thank you. OK so you ordered one large barbecue chicken and deep and that's $17.95. You can pick it up from Pizza Hut defines 15 minutes from now. So test me. Ask for your last name please.Yep, Hill, I tried uh below mobile number please.********.OK *******.***Could I make it like?Sherrycould I make a quick change on the pizza? I'm sure sure, go ahead if you haven't submitted yet another order.Can I please take off the smoky barbecue sauce?OK.So we'll remove the Smokey barbeque drizzle.Yes, please anything else.No, I just want that one removed. OK one moment.Yeah, I have customized the your pizza, so, uh.Yeah, so your phone number is **********. Would you like to receive vocational deals and offers from Pizza Hut via text message?I'll probably head there now.Will you be paying by cash or credit card?Come card.OK card at the store, right?OK, so would you like to write down the order confirmation number before I let you go?OK yeah, I'm just gonna pick him.Yeah, well.Uh, it's #6, yeah?And then we put Delta A for Alpha.Yep, and then another D for Delta.Yes.Then nine numbers 9760.Yep.I think he'll stats.No, that's OK. Thank you. OK, thank you for calling Pizza Hut and hope you enjoy your meal. By thanks.Welcome.",Null
20,"Hi, thank you for calling Pizza Hut. My name is Angel may have your name please.Are you a fan of order food?I know you have reached the Pizza Hut contact center. Are you calling for a delivery or for pick up?No, I want to order to be delivered please OK no problem and can I have your delivery address?I guess it is the popular lodge at Britannia.At the other 50.I'm sorry, do you have the, uh, the number or and the number of the house number and the street?Puppy.The House and the complete address please if you don't mind yet children, it's smitten. St #3 smitten St.OK #3 is Nathan St guess Mail it to me. You're the street name please again SNISNEWDEN St.Straight and your post code.I am in Unit 21.How about the The Post Code?Pick up on the post code.Your post code.Post code for 2:05.4205Yes.OK, so it's in a cynical betania right unit 21 with number 37 St Betania.For 205and it's Mrs Taylor.Mrs Taylor. OK, I love yes please.A rape OK? And, uh, yes. Can I have your order now? Yeah, I would like one large Supreme.One large super super Supreme. An original plan.The same cost please.OK yesterday and bought one colored bird.One garlic bread.And two chocolate mousse is please.Chocolate moussealright. Anything else?No, that's it. And I'll be paying by card, OK?And, uh, would you like to add some pasta or wings or sides? No drinks, perhaps? No, I'll be fine, thank you.OK, so one large super Supreme ending crispy one, garlic bread and two chocolate mousse is OK. That's fine.Thank you very much.So the last $38.80.OK, thank you very much.Taylor Kinney, have you know, can I have your first and last name please your first name?My first time is even even Y Taylor. He's been wide trailer.Number.OK, and your mobile number.My my data Bush is 17th of the 9th 1936 your mobile number.Mobile number my phone number. Just a minute now just now.You want the phone number? Yes please yes please yes, just a minute. I'll get it.I don't know it off and it is **********.Thanks girl ********** right?That's it, thank you.Steve locational deals and offers from Pizza Hut through SMS.Pick apart and would you like to receive occasional deals and offers from Pizza Hut. For SMS.No, it'll be fine.Waiting for him yet OK and thank you very much.Uh, over the over the credit card on the on the delivery guy, right? I'm going to ask the guy to bring the Xbox Machine.I thank you very much, bye.And would you like to get the order confirmation number for your reference?OK.Would you like to get the order confirmation number for your reference?No, don't be fine straight.I'll be waiting for it here.OK, so it will be around 12 from Pizza Hut.Ford West OK OK, thank you bye thank you and have a nice one bye.",QLD
21,"Call pizza offices. Chloe may have your name, please.Hi, my name is ***. Can you please connect my call to the crumbles above the 3977 at Pizza Hut.In order for delivery or pick up pick up pick up. I just wanna be OK. Well I can take the orders for you. Which store would that be?R cran burn a Cameron Bank.893977 OK. One moment. Yeah OK I can take the order for wait time. It's going to be 15 minutes the orders to be ready. What's your order please?2 two pieces for 15. Today right to last Tuesday. Yeah, what would you like to get?I wonder one vegetarian option.Veggie.No I want.Um holding spicy chicken.Cross.I wanna deep pan.OK and then.Uh, in the vegetarian you can you suggest me which in vegetable pizza is good.Like a full of vegetables and which one is good?Station.Father Veggie sensation.Yes.Target has.So on Thigpen as well.An example.That's it, how would the chicken Supreme is good?Chicken Supreme hang in there for a moment. Yes. Chicken Supreme is also combination of veggie and chicken.You want to get this.No, I think that chicken.Horton spicy chicken is good, yeah?Oh yeah, it's it's also good.Would you also like to add one more pizza or you're fine with these two?The two pizzas for 15, right? Uh, yes, that's correct. Actually, it's for 1795 altogether.How about the medium size?I know the two for one deal only is for large size.That's for $15. Last time I pay $15 for two people? Uh, depends on the type of pizza for hot and spicy, which is.Uh.Hi has higher price it's 1795. That's why we follow which ever is higher.No, actually that I already like. I know that there's two pizzas for 15.Uhm, Well you gotta choose another pizza. Um, that's with lower cost. The veggie sensation is 4095 hot and spicy chicken is 1795. Unless you want to change it to a pizza with a lower price, you can get it for 1495 these two pizzas.OK.So I want one hold.Yes.InIf you get chicken scream OK, well just so you know if you get chicken Supreme you only have to pay 4095.I'll get chicken at Chicken. Sabrina Chicken Supreme is spicy.No, it's not.So it has she can we can add flakes.OK, can you remove pineapple and actually it's like an what we can jalapenos?OK.Sure it will cost you more for jalapenos plus $2.So it's gonna be like 95.The chicken Supreme without without pineapple and the chili flakes on top. OK, sure.Without add ONS.OK, is this playing?Yeah, that's the medicine in this P direct, yes.OK, so you want to get extra.Yeah, not too much just like normal techno. Don't know, alright?Alright so I have.Find Supreme without added Chili Flakes and then veggie sensation in our. These are on deep pan 1495. Would you like to get pasta or chicken wings? We also have sides, desserts and drinks.No, that's just two pizzas and order name for storing them.OK yeah, for pickup in cranberry 15 minutes after this call, how do you spell your first name?SURINAnd your best Contacts. Sorry answer you are AM.As you are, I am.OK.BER.OK, thank you and your contact number is what's your mobile?Uhm, I give the mobile number.One number is ***.***Yes.***OK want to receive SMS from Pizza Hut. About DL send Pro Bowls OK?It's you how?Yeah, Alright, and how would you like to pay?I'll take care. OK, sure, let me just play theater.Yeah, order is now submitted. They want to take note of the reference.Order numberno. Good justice plays right name of surrender. Yes, I remember. Yeah that's fine alright thank you have a good night.",Victoria
22,"Welcome to Pizza Hut. My name is Miguel can have your name please.*********.********* are you ordering for pickup redelivery?I'm I'm just, uh, just transmitter.I'm not sure this is from the Pizza Hut Contact Center, but is there anybody can help you with facing on line from the rosemeadow store?To make sure the order went through.I let me go ahead and help you in checking. OK, uhm was the name on the order under your name question **********.Just great.Oh, just great. Let me just go ahead and put up the details of the order came in first and change the language with the address.I mean wasn't delivered to pick up.Over pick up, let me go ahead and check now stay on the line with the fur.Hello can I also have your last name Sir?It was just tell.And the order for $7.95 one for Hershey School.How do you spell? You have received the order for tonight and will see you at 704.Perfect thank you.You're welcome, thank you for calling Pizza Hut 3 bye bye.Thing.",NSW
23,"Welcome to Pizza Hut. My name is Miguel can have your name please.My name is *******.Good afternoon captain. Are you ordering for pick up or delivery?I'm hot, she had a complaint to make.I just locked it. What is this about?So I would want your 50,000 three pizzas and I put in. I got a code by my email. I put it into the checkout, ordered my pizza and then click on proceed and then it struck me back to the home screen and it seems that I didn't get it. I didn't get a confirmation code and it seems that my code now doesn't work anymore.I'm sorry to hear that. Let me go ahead and check on the status of the code. Can you please have the code the unique with that was sent to you via email?Yeah, no problem. So it's Hot 50. Then KF9 Queen kilo George, Echo I4M George X Ray.And let me see you, but OK, so it's handy.Secret angle 50K for kilo after Fred Number 9.Case for Kindle Jeepers George E for echo never die for indigo for a number for M for my Jeep are George and expert X Ray.Yep, thank you so much. And what is the address to receive this code that receive this coupon code?Yep, so email address is 9101612 at Jack spelled CHA c.qld.edu dot AU.Thank you love me to spell it back again. Sorry for that so it's 9101612 at sea from Charlie.The alphasupercharging.qldlikeqld.edu dot AU.Yep.Thank you so much. I would like to ask you 3 minutes. Tell me to go ahead and understand this code that we have.Pardon.I don't did you win master code sent to your email? Was it an hour ago?The code was sent to me at 4:01 PM.I see, I'm sure it's OK if we try to use the code again after one hour because it cannot be used in.OK, I'll after an hour. Yes Sir. Yes love language correct. Will that be OK? If you still receive the error, please let us know.OK, no problem. Thank you. Sorry for that. Sure you have a nice day. Thank you for calling Pizza Hut.Take care bye bye.",Null
24,"Thank you for calling Pizza Hut this is Belle can have your name, please.***** **** and.Hi Kenny, are you calling for pick up or delivery?We just had a delivery an the pizza base was wrong on the pizza.And he's gone now.When I'm in the order crispy, thin.Right, and that's a puff they seem to puff one puffy vice.I see so you received an incorrect based. So which would you like it replaced by the by this work is if you want I can transfer it directly to whichever story from.They came from Landa. Yeah, and it's not what a paper. It's not wanna wait there expecting you then. Also that Yum, Yum, Yum, and uh Oh no.Understand, let me just go ahead and please hold for two minutes. I'll contacting in the store and then we let them know that you received an incorrect order. Just seeing the line place. I'm sure they will rectify that.Thank you.Be the line. Thank you.",NSW
25,"Thank you for calling Pizza Hut. This is well, can I have your name please?It's *******.Hi *******, are you calling for pick up or delivery?Pick a place.OK, where would you like to pick up your order, *******?When?Where which is store?Yeah, that's all we park.Alright, What are you getting for tonight please?I'm can I just get a a cheese pizza please?Cheese pizza new across please.I just been vice.No problem what else?And you want to get a pepperoni with? Yeah, can we get a pepperoni with barbecue sauce please?Pepperoni and a barbeque social into a thin crust.Yes, I'm across yeah yeah with Bob.Would you like to add some pastel wing sides? The search history.Nice, thank you now. Alright so your.So your order let me back or we have here the cheese lovers and pepperoni lovers.University barbecue sauce.And the total amount is $19.90 at this will be ready for pick up from the Pizza Hut Bentley park in approximately 15 minutes after the cool can have your mobile number *******.**now in **.****** thank you. Would you like to receive deals and offers from Pizza Hut via SMS?Yes, that'll be fine. Thank you and your welcome. Would you like to be now using your car door in the store upon pick up? Just pulled up.OK, Alright then thank you for calling Pizza Hut. Do you have a good night?",QLD
26,"Hello, thank you for calling Pizza Hut this Mike may have your first name please.Hi, it's a ****.Thank you in memory calling today for pick up or delivery.And I'm calling regards to track my delivery order.Alright, I'm sorry.Yeah, I I'm I'm able to try my delivery order says that they are not able to track it on the website.Remember.Yes, what's the name of the store that's supposed to be preparing and delivering the food here?Talk to him.Alright, meets at Castle Hill, right?And my mom sorry. What's your name again?The song that I actually see him.Bye bye.Would you?Um, what? How do you spell the first name?Oh my God QMPRI'm sorry you M.BRE for elephant are for rabbits.Alright, so on the air, that's how UM for Mama D for dog I for India E for egg, R for Romeo.No, no, that's you for umbrella.Sorry that you or Brenda M for Monkey E for elephant in our for a bit.Thank you see in the line ma'am, I'll call a pizza at Castle Hill and also check on the status of the order. Ma'am, thank you.",NSW
